gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
Gene:WBGene00045572:NA:21ur-66, Y41E3.24:piRNA	21ur-66, Y41E3.24	2	6	1	1	C1	0	1	Control
Gene:WBGene00045572:NA:21ur-66, Y41E3.24:piRNA	21ur-66, Y41E3.24	1	20	1	0	C1	0	1	Control
Gene:WBGene00045573:NA:21ur-3960, Y41E3.25:piRNA	21ur-3960, Y41E3.25	2	18	1	1	C1	0	1	Control
Gene:WBGene00045580:NA:21ur-3922, Y105C5A.41:piRNA	21ur-3922, Y105C5A.41	2	2	1	1	C1	0	1	Control
Gene:WBGene00045580:NA:21ur-3922, Y105C5A.41:piRNA	21ur-3922, Y105C5A.41	2	12	1	1	C1	0	1	Control
Gene:WBGene00045593:NA:21ur-2000, Y105C5B.36:piRNA	21ur-2000, Y105C5B.36	2	2	1	1	C1	0	1	Control
Gene:WBGene00045593:NA:21ur-2000, Y105C5B.36:piRNA	21ur-2000, Y105C5B.36	2	12	1	1	C1	0	1	Control
Gene:WBGene00045593:NA:21ur-2000, Y105C5B.36:piRNA	21ur-2000, Y105C5B.36	1	20	1	0	C1	0	1	Control
Gene:WBGene00045602:NA:21ur-4930, Y116A8A.14:piRNA	21ur-4930, Y116A8A.14	2	2	3	1	C1	1	0	Control
Gene:WBGene00045602:NA:21ur-4930, Y116A8A.14:piRNA	21ur-4930, Y116A8A.14	2	8	3	1	C1	1	0	Control
Gene:WBGene00045602:NA:21ur-4930, Y116A8A.14:piRNA	21ur-4930, Y116A8A.14	2	16	3	1	C1	1	0	Control
Gene:WBGene00045606:NA:21ur-4963, F23B2.16:piRNA	21ur-4963, F23B2.16	2	2	15	1	C1	1	0	Control
Gene:WBGene00045606:NA:21ur-4963, F23B2.16:piRNA	21ur-4963, F23B2.16	1	20	1	0	C1	1	0	Control
Gene:WBGene00045609:NA:21ur-2932, Y73F8A.47:piRNA	21ur-2932, Y73F8A.47	2	10	1	1	C1	0	1	Control
Gene:WBGene00045612:NA:21ur-5367, F55B11.9:piRNA	21ur-5367, F55B11.9	2	2	3	1	C1	1	0	Control
Gene:WBGene00045612:NA:21ur-5367, F55B11.9:piRNA	21ur-5367, F55B11.9	1	16	5	0	C1	1	0	Control
Gene:WBGene00045629:NA:21ur-2914, Y40H7A.20:piRNA	21ur-2914, Y40H7A.20	2	6	5	1	C1	0	1	Control
Gene:WBGene00045629:NA:21ur-2914, Y40H7A.20:piRNA	21ur-2914, Y40H7A.20	2	14	1	1	C1	0	1	Control
Gene:WBGene00045633:NA:21ur-5345, Y67A10A.18:piRNA	21ur-5345, Y67A10A.18	2	6	1	1	C1	1	0	Control
Gene:WBGene00045633:NA:21ur-5345, Y67A10A.18:piRNA	21ur-5345, Y67A10A.18	2	16	1	1	C1	1	0	Control
Gene:WBGene00045636:NA:21ur-629, Y73F8A.51:piRNA	21ur-629, Y73F8A.51	2	10	1	1	C1	0	1	Control
Gene:WBGene00045636:NA:21ur-629, Y73F8A.51:piRNA	21ur-629, Y73F8A.51	2	14	1	1	C1	0	1	Control
Gene:WBGene00045637:NA:21ur-3513, Y64G10A.19:piRNA	21ur-3513, Y64G10A.19	2	8	1	1	C1	0	1	Control
Gene:WBGene00045651:NA:21ur-1325, Y64G10A.20:piRNA	21ur-1325, Y64G10A.20	2	6	1	1	C1	1	0	Control
Gene:WBGene00045652:NA:21ur-378, Y105C5A.49:piRNA	21ur-378, Y105C5A.49	2	10	1	1	C1	0	1	Control
Gene:WBGene00045652:NA:21ur-378, Y105C5A.49:piRNA	21ur-378, Y105C5A.49	2	14	1	1	C1	0	1	Control
Gene:WBGene00045652:NA:21ur-378, Y105C5A.49:piRNA	21ur-378, Y105C5A.49	1	20	1	0	C1	0	1	Control
Gene:WBGene00045655:NA:21ur-2179, C46G7.7:piRNA	21ur-2179, C46G7.7	2	12	3	1	C1	0	1	Control
Gene:WBGene00045658:NA:21ur-5357, M199.11:piRNA	21ur-5357, M199.11	2	4	1	1	C1	1	0	Control
Gene:WBGene00045658:NA:21ur-5357, M199.11:piRNA	21ur-5357, M199.11	2	10	3	1	C1	1	0	Control
Gene:WBGene00045658:NA:21ur-5357, M199.11:piRNA	21ur-5357, M199.11	2	16	1	1	C1	1	0	Control
Gene:WBGene00045658:NA:21ur-5357, M199.11:piRNA	21ur-5357, M199.11	1	20	1	0	C1	1	0	Control
Gene:WBGene00045660:NA:21ur-5403, Y73F8A.56:piRNA	21ur-5403, Y73F8A.56	2	10	1	1	C1	0	1	Control
Gene:WBGene00045664:NA:21ur-553, Y57G11C.67:piRNA	21ur-553, Y57G11C.67	2	10	1	1	C1	0	1	Control
Gene:WBGene00045668:NA:21ur-1242, C39H7.11:piRNA	21ur-1242, C39H7.11	2	4	1	1	C1	1	0	Control
Gene:WBGene00045668:NA:21ur-1242, C39H7.11:piRNA	21ur-1242, C39H7.11	2	8	1	1	C1	1	0	Control
Gene:WBGene00045668:NA:21ur-1242, C39H7.11:piRNA	21ur-1242, C39H7.11	2	12	7	1	C1	1	0	Control
Gene:WBGene00045674:NA:21ur-4693, Y105C5B.43:piRNA	21ur-4693, Y105C5B.43	1	20	1	0	C1	0	1	Control
Gene:WBGene00045678:NA:21ur-1078, H16O14.3:piRNA	21ur-1078, H16O14.3	2	2	5	1	C1	1	0	Control
Gene:WBGene00045678:NA:21ur-1078, H16O14.3:piRNA	21ur-1078, H16O14.3	2	10	3	1	C1	1	0	Control
Gene:WBGene00045678:NA:21ur-1078, H16O14.3:piRNA	21ur-1078, H16O14.3	2	16	1	1	C1	1	0	Control
Gene:WBGene00045681:NA:21ur-5291, Y73F8A.58:piRNA	21ur-5291, Y73F8A.58	2	8	1	1	C1	0	1	Control
Gene:WBGene00045681:NA:21ur-5291, Y73F8A.58:piRNA	21ur-5291, Y73F8A.58	2	12	1	1	C1	0	1	Control
Gene:WBGene00045681:NA:21ur-5291, Y73F8A.58:piRNA	21ur-5291, Y73F8A.58	2	18	1	1	C1	0	1	Control
Gene:WBGene00045683:NA:21ur-5312, Y64G10A.21:piRNA	21ur-5312, Y64G10A.21	2	10	1	1	C1	0	1	Control
Gene:WBGene00045684:NA:21ur-5385, B0273.7:piRNA	21ur-5385, B0273.7	2	4	1	1	C1	0	1	Control
Gene:WBGene00045684:NA:21ur-5385, B0273.7:piRNA	21ur-5385, B0273.7	2	8	5	1	C1	0	1	Control
Gene:WBGene00045684:NA:21ur-5385, B0273.7:piRNA	21ur-5385, B0273.7	2	16	1	1	C1	0	1	Control
Gene:WBGene00045684:NA:21ur-5385, B0273.7:piRNA	21ur-5385, B0273.7	1	20	1	0	C1	0	1	Control
Gene:WBGene00045688:NA:21ur-4041, C11D2.9:piRNA	21ur-4041, C11D2.9	2	2	3	1	C1	1	0	Control
Gene:WBGene00045688:NA:21ur-4041, C11D2.9:piRNA	21ur-4041, C11D2.9	2	8	5	1	C1	1	0	Control
Gene:WBGene00045688:NA:21ur-4041, C11D2.9:piRNA	21ur-4041, C11D2.9	2	18	1	1	C1	1	0	Control
Gene:WBGene00045691:NA:21ur-4812, Y105C5A.52:piRNA	21ur-4812, Y105C5A.52	2	8	1	1	C1	0	1	Control
Gene:WBGene00045692:NA:21ur-946, Y51H4A.42:piRNA	21ur-946, Y51H4A.42	2	2	1	1	C1	0	1	Control
Gene:WBGene00045692:NA:21ur-946, Y51H4A.42:piRNA	21ur-946, Y51H4A.42	2	8	1	1	C1	0	1	Control
Gene:WBGene00045702:NA:21ur-1740, Y105C5B.46:piRNA	21ur-1740, Y105C5B.46	2	8	1	1	C1	0	1	Control
Gene:WBGene00045703:NA:21ur-457, F52D4.2:piRNA	21ur-457, F52D4.2	2	14	1	1	C1	0	1	Control
Gene:WBGene00045705:NA:21ur-3074, Y64G10A.22:piRNA	21ur-3074, Y64G10A.22	1	20	1	0	C1	1	0	Control
Gene:WBGene00045706:NA:21ur-163, Y73F8A.59:piRNA	21ur-163, Y73F8A.59	2	2	1	1	C1	1	0	Control
Gene:WBGene00045709:NA:21ur-5427, Y37A1B.23:piRNA	21ur-5427, Y37A1B.23	2	6	1	1	C1	1	0	Control
Gene:WBGene00045713:NA:21ur-2188, Y73F8A.60:piRNA	21ur-2188, Y73F8A.60	2	4	1	1	C1	0	1	Control
Gene:WBGene00045714:NA:21ur-895, Y73F8A.61:piRNA	21ur-895, Y73F8A.61	1	20	1	0	C1	1	0	Control
Gene:WBGene00045721:NA:21ur-1126, Y40H7A.23:piRNA	21ur-1126, Y40H7A.23	2	6	1	1	C1	1	0	Control
Gene:WBGene00045721:NA:21ur-1126, Y40H7A.23:piRNA	21ur-1126, Y40H7A.23	1	20	1	0	C1	1	0	Control
Gene:WBGene00045723:NA:21ur-368, Y57G11B.12:piRNA	21ur-368, Y57G11B.12	2	2	1	1	C1	0	1	Control
Gene:WBGene00045723:NA:21ur-368, Y57G11B.12:piRNA	21ur-368, Y57G11B.12	2	6	1	1	C1	0	1	Control
Gene:WBGene00045723:NA:21ur-368, Y57G11B.12:piRNA	21ur-368, Y57G11B.12	2	12	3	1	C1	0	1	Control
Gene:WBGene00045723:NA:21ur-368, Y57G11B.12:piRNA	21ur-368, Y57G11B.12	2	18	1	1	C1	0	1	Control
Gene:WBGene00045730:NA:21ur-1475, Y40H7A.24:piRNA	21ur-1475, Y40H7A.24	2	14	1	1	C1	0	1	Control
Gene:WBGene00045743:NA:21ur-5073, ZK616.11:piRNA	21ur-5073, ZK616.11	2	10	1	1	C1	0	1	Control
Gene:WBGene00045755:NA:21ur-506, C02B10.9:piRNA	21ur-506, C02B10.9	1	2	19	0	C1	1	0	Control
Gene:WBGene00045756:NA:21ur-4821, Y67A10A.22:piRNA	21ur-4821, Y67A10A.22	2	4	1	1	C1	0	1	Control
Gene:WBGene00045756:NA:21ur-4821, Y67A10A.22:piRNA	21ur-4821, Y67A10A.22	2	12	1	1	C1	0	1	Control
Gene:WBGene00045756:NA:21ur-4821, Y67A10A.22:piRNA	21ur-4821, Y67A10A.22	1	20	1	0	C1	0	1	Control
Gene:WBGene00045766:NA:21ur-279, F02H6.9:piRNA	21ur-279, F02H6.9	2	4	1	1	C1	1	0	Control
Gene:WBGene00045766:NA:21ur-279, F02H6.9:piRNA	21ur-279, F02H6.9	2	16	1	1	C1	1	0	Control
Gene:WBGene00045774:NA:21ur-4765, Y73F8A.65:piRNA	21ur-4765, Y73F8A.65	2	6	3	1	C1	1	0	Control
Gene:WBGene00045774:NA:21ur-4765, Y73F8A.65:piRNA	21ur-4765, Y73F8A.65	1	20	1	0	C1	1	0	Control
Gene:WBGene00045775:NA:21ur-710, Y67A10A.24:piRNA	21ur-710, Y67A10A.24	2	6	1	1	C1	0	1	Control
Gene:WBGene00045780:NA:21ur-1878, F13G11.6:piRNA	21ur-1878, F13G11.6	2	4	1	1	C1	1	0	Control
Gene:WBGene00045783:NA:21ur-447, C27H2.8:piRNA	21ur-447, C27H2.8	2	4	11	1	C1	0	1	Control
Gene:WBGene00045783:NA:21ur-447, C27H2.8:piRNA	21ur-447, C27H2.8	1	18	3	0	C1	0	1	Control
Gene:WBGene00045786:NA:21ur-1018, Y40H7A.25:piRNA	21ur-1018, Y40H7A.25	2	10	1	1	C1	0	1	Control
Gene:WBGene00045786:NA:21ur-1018, Y40H7A.25:piRNA	21ur-1018, Y40H7A.25	2	16	1	1	C1	0	1	Control
Gene:WBGene00045786:NA:21ur-1018, Y40H7A.25:piRNA	21ur-1018, Y40H7A.25	1	20	1	0	C1	0	1	Control
Gene:WBGene00045789:NA:21ur-5257, Y7A9D.5:piRNA	21ur-5257, Y7A9D.5	2	2	1	1	C1	0	1	Control
Gene:WBGene00045789:NA:21ur-5257, Y7A9D.5:piRNA	21ur-5257, Y7A9D.5	2	6	9	1	C1	0	1	Control
Gene:WBGene00045789:NA:21ur-5257, Y7A9D.5:piRNA	21ur-5257, Y7A9D.5	2	18	1	1	C1	0	1	Control
Gene:WBGene00045796:NA:21ur-3106, Y116A8A.16:piRNA	21ur-3106, Y116A8A.16	2	14	1	1	C1	0	1	Control
Gene:WBGene00045798:NA:21ur-5413, Y37A1B.27:piRNA	21ur-5413, Y37A1B.27	2	2	1	1	C1	0	1	Control
Gene:WBGene00045799:NA:21ur-2826, Y57G11C.72:piRNA	21ur-2826, Y57G11C.72	2	8	1	1	C1	0	1	Control
Gene:WBGene00045802:NA:21ur-1687, Y40H7A.26:piRNA	21ur-1687, Y40H7A.26	2	2	1	1	C1	0	1	Control
Gene:WBGene00045802:NA:21ur-1687, Y40H7A.26:piRNA	21ur-1687, Y40H7A.26	2	6	1	1	C1	0	1	Control
Gene:WBGene00045802:NA:21ur-1687, Y40H7A.26:piRNA	21ur-1687, Y40H7A.26	2	10	5	1	C1	0	1	Control
Gene:WBGene00045804:NA:21ur-1354, Y41E3.31:piRNA	21ur-1354, Y41E3.31	2	8	1	1	C1	0	1	Control
Gene:WBGene00045804:NA:21ur-1354, Y41E3.31:piRNA	21ur-1354, Y41E3.31	1	20	1	0	C1	0	1	Control
Gene:WBGene00045806:NA:21ur-1413, Y73F8A.69:piRNA	21ur-1413, Y73F8A.69	1	20	1	0	C1	0	1	Control
Gene:WBGene00045813:NA:21ur-3942, Y57G11A.8:piRNA	21ur-3942, Y57G11A.8	2	8	1	1	C1	1	0	Control
Gene:WBGene00045816:NA:21ur-73, Y73F8A.71:piRNA	21ur-73, Y73F8A.71	2	16	1	1	C1	1	0	Control
Gene:WBGene00045818:NA:21ur-3584, T06A10.9:piRNA	21ur-3584, T06A10.9	2	6	1	1	C1	0	1	Control
Gene:WBGene00045818:NA:21ur-3584, T06A10.9:piRNA	21ur-3584, T06A10.9	2	12	3	1	C1	0	1	Control
Gene:WBGene00045818:NA:21ur-3584, T06A10.9:piRNA	21ur-3584, T06A10.9	1	20	1	0	C1	0	1	Control
Gene:WBGene00045822:NA:21ur-4192, Y105C5A.63:piRNA	21ur-4192, Y105C5A.63	1	16	5	0	C1	0	1	Control
Gene:WBGene00045826:NA:21ur-1680, Y73F8A.72:piRNA	21ur-1680, Y73F8A.72	2	4	1	1	C1	0	1	Control
Gene:WBGene00045829:NA:21ur-2034, Y37A1B.30:piRNA	21ur-2034, Y37A1B.30	2	4	1	1	C1	0	1	Control
Gene:WBGene00045829:NA:21ur-2034, Y37A1B.30:piRNA	21ur-2034, Y37A1B.30	2	8	1	1	C1	0	1	Control
Gene:WBGene00045829:NA:21ur-2034, Y37A1B.30:piRNA	21ur-2034, Y37A1B.30	2	12	1	1	C1	0	1	Control
Gene:WBGene00045834:NA:21ur-552, Y40H7A.28:piRNA	21ur-552, Y40H7A.28	2	2	5	1	C1	0	1	Control
Gene:WBGene00045834:NA:21ur-552, Y40H7A.28:piRNA	21ur-552, Y40H7A.28	2	10	3	1	C1	0	1	Control
Gene:WBGene00045835:NA:21ur-1249, R05A10.12:piRNA	21ur-1249, R05A10.12	2	2	1	1	C1	0	1	Control
Gene:WBGene00045835:NA:21ur-1249, R05A10.12:piRNA	21ur-1249, R05A10.12	2	6	1	1	C1	0	1	Control
Gene:WBGene00045835:NA:21ur-1249, R05A10.12:piRNA	21ur-1249, R05A10.12	2	10	3	1	C1	0	1	Control
Gene:WBGene00045835:NA:21ur-1249, R05A10.12:piRNA	21ur-1249, R05A10.12	2	16	1	1	C1	0	1	Control
Gene:WBGene00045835:NA:21ur-1249, R05A10.12:piRNA	21ur-1249, R05A10.12	1	20	1	0	C1	0	1	Control
Gene:WBGene00045838:NA:21ur-2719, Y57G11A.9:piRNA	21ur-2719, Y57G11A.9	2	4	1	1	C1	1	0	Control
Gene:WBGene00045850:NA:21ur-2286, M199.13:piRNA	21ur-2286, M199.13	2	4	1	1	C1	0	1	Control
Gene:WBGene00045851:NA:21ur-3316, T27E7.13:piRNA	21ur-3316, T27E7.13	2	8	1	1	C1	0	1	Control
Gene:WBGene00045860:NA:21ur-31, Y105C5A.67:piRNA	21ur-31, Y105C5A.67	1	20	1	0	C1	1	0	Control
Gene:WBGene00045861:NA:21ur-1147, Y105C5A.68:piRNA	21ur-1147, Y105C5A.68	2	6	1	1	C1	1	0	Control
Gene:WBGene00045861:NA:21ur-1147, Y105C5A.68:piRNA	21ur-1147, Y105C5A.68	1	20	1	0	C1	1	0	Control
Gene:WBGene00045868:NA:21ur-2141, Y51H4A.51:piRNA	21ur-2141, Y51H4A.51	2	2	3	1	C1	0	1	Control
Gene:WBGene00045868:NA:21ur-2141, Y51H4A.51:piRNA	21ur-2141, Y51H4A.51	2	8	1	1	C1	0	1	Control
Gene:WBGene00045868:NA:21ur-2141, Y51H4A.51:piRNA	21ur-2141, Y51H4A.51	1	20	1	0	C1	0	1	Control
Gene:WBGene00045870:NA:21ur-2728, Y105C5A.70:piRNA	21ur-2728, Y105C5A.70	1	20	1	0	C1	1	0	Control
Gene:WBGene00045873:NA:21ur-2345, Y64G10A.25:piRNA	21ur-2345, Y64G10A.25	2	4	1	1	C1	0	1	Control
Gene:WBGene00045875:NA:21ur-58, Y40H7A.30:piRNA	21ur-58, Y40H7A.30	2	18	1	1	C1	0	1	Control
Gene:WBGene00045888:NA:21ur-3779, T06A10.11:piRNA	21ur-3779, T06A10.11	2	4	1	1	C1	1	0	Control
Gene:WBGene00045892:NA:21ur-1005, Y57G11C.76:piRNA	21ur-1005, Y57G11C.76	2	6	1	1	C1	0	1	Control
Gene:WBGene00045892:NA:21ur-1005, Y57G11C.76:piRNA	21ur-1005, Y57G11C.76	2	14	1	1	C1	0	1	Control
Gene:WBGene00045894:NA:21ur-3545, Y116A8C.60:piRNA	21ur-3545, Y116A8C.60	2	2	17	1	C1	0	1	Control
Gene:WBGene00045895:NA:21ur-3246, Y105C5B.61:piRNA	21ur-3246, Y105C5B.61	2	12	1	1	C1	0	1	Control
Gene:WBGene00045895:NA:21ur-3246, Y105C5B.61:piRNA	21ur-3246, Y105C5B.61	2	16	1	1	C1	1	0	Control
Gene:WBGene00045900:NA:21ur-3297, ZK616.12:piRNA	21ur-3297, ZK616.12	2	12	1	1	C1	0	1	Control
Gene:WBGene00045901:NA:21ur-3291, Y57G11C.79:piRNA	21ur-3291, Y57G11C.79	2	6	1	1	C1	1	0	Control
Gene:WBGene00045901:NA:21ur-3291, Y57G11C.79:piRNA	21ur-3291, Y57G11C.79	2	12	1	1	C1	1	0	Control
Gene:WBGene00045907:NA:21ur-3257, Y105C5A.74:piRNA	21ur-3257, Y105C5A.74	2	6	1	1	C1	1	0	Control
Gene:WBGene00045907:NA:21ur-3257, Y105C5A.74:piRNA	21ur-3257, Y105C5A.74	2	14	3	1	C1	1	0	Control
Gene:WBGene00045918:NA:21ur-4420, Y51H4A.54:piRNA	21ur-4420, Y51H4A.54	2	4	5	1	C1	1	0	Control
Gene:WBGene00045918:NA:21ur-4420, Y51H4A.54:piRNA	21ur-4420, Y51H4A.54	2	12	1	1	C1	1	0	Control
Gene:WBGene00045918:NA:21ur-4420, Y51H4A.54:piRNA	21ur-4420, Y51H4A.54	2	16	3	1	C1	1	0	Control
Gene:WBGene00045928:NA:21ur-5209, M03D4.8:piRNA	21ur-5209, M03D4.8	2	10	1	1	C1	0	1	Control
Gene:WBGene00045928:NA:21ur-5209, M03D4.8:piRNA	21ur-5209, M03D4.8	2	14	3	1	C1	0	1	Control
Gene:WBGene00045932:NA:21ur-1418, H25K10.9:piRNA	21ur-1418, H25K10.9	2	16	1	1	C1	0	1	Control
Gene:WBGene00045947:NA:21ur-3590, Y105C5A.77:piRNA	21ur-3590, Y105C5A.77	2	18	1	1	C1	0	1	Control
Gene:WBGene00045949:NA:21ur-1113, Y57G11C.84:piRNA	21ur-1113, Y57G11C.84	2	2	1	1	C1	0	1	Control
Gene:WBGene00045960:NA:21ur-4804, AC7.6:piRNA	21ur-4804, AC7.6	2	2	1	1	C1	0	1	Control
Gene:WBGene00045964:NA:21ur-2594, Y57G11C.85:piRNA	21ur-2594, Y57G11C.85	2	18	1	1	C1	0	1	Control
Gene:WBGene00045965:NA:21ur-4125, Y105C5A.78:piRNA	21ur-4125, Y105C5A.78	2	8	1	1	C1	0	1	Control
Gene:WBGene00045965:NA:21ur-4125, Y105C5A.78:piRNA	21ur-4125, Y105C5A.78	2	14	1	1	C1	0	1	Control
Gene:WBGene00045967:NA:21ur-4061, Y57G11A.11:piRNA	21ur-4061, Y57G11A.11	2	14	1	1	C1	0	1	Control
Gene:WBGene00045978:NA:21ur-463, Y51H4A.59:piRNA	21ur-463, Y51H4A.59	2	6	1	1	C1	1	0	Control
Gene:WBGene00045978:NA:21ur-463, Y51H4A.59:piRNA	21ur-463, Y51H4A.59	1	20	1	0	C1	1	0	Control
Gene:WBGene00045991:NA:21ur-533, Y105C5B.69:piRNA	21ur-533, Y105C5B.69	2	8	7	1	C1	0	1	Control
Gene:WBGene00045991:NA:21ur-533, Y105C5B.69:piRNA	21ur-533, Y105C5B.69	2	18	1	1	C1	0	1	Control
Gene:WBGene00045993:NA:21ur-1433, H08M01.9:piRNA	21ur-1433, H08M01.9	2	2	17	1	C1	1	0	Control
Gene:WBGene00046007:NA:21ur-4055, Y40H7A.33:piRNA	21ur-4055, Y40H7A.33	2	18	1	1	C1	0	1	Control
Gene:WBGene00046008:NA:21ur-3360, Y67A10A.29:piRNA	21ur-3360, Y67A10A.29	2	8	5	1	C1	0	1	Control
Gene:WBGene00046009:NA:21ur-2849, R05A10.14:piRNA	21ur-2849, R05A10.14	2	4	1	1	C1	1	0	Control
Gene:WBGene00046009:NA:21ur-2849, R05A10.14:piRNA	21ur-2849, R05A10.14	2	18	1	1	C1	1	0	Control
Gene:WBGene00046011:NA:21ur-5342, F13G11.10:piRNA	21ur-5342, F13G11.10	2	2	5	1	C1	0	1	Control
Gene:WBGene00046011:NA:21ur-5342, F13G11.10:piRNA	21ur-5342, F13G11.10	2	10	3	1	C1	0	1	Control
Gene:WBGene00046011:NA:21ur-5342, F13G11.10:piRNA	21ur-5342, F13G11.10	1	18	3	0	C1	0	1	Control
Gene:WBGene00046013:NA:21ur-5021, Y40H7A.34:piRNA	21ur-5021, Y40H7A.34	2	10	3	1	C1	1	0	Control
Gene:WBGene00046013:NA:21ur-5021, Y40H7A.34:piRNA	21ur-5021, Y40H7A.34	1	16	5	0	C1	1	0	Control
Gene:WBGene00046021:NA:21ur-76, Y41E3.36:piRNA	21ur-76, Y41E3.36	2	4	5	1	C1	1	0	Control
Gene:WBGene00046021:NA:21ur-76, Y41E3.36:piRNA	21ur-76, Y41E3.36	2	14	3	1	C1	1	0	Control
Gene:WBGene00046021:NA:21ur-76, Y41E3.36:piRNA	21ur-76, Y41E3.36	1	20	1	0	C1	1	0	Control
Gene:WBGene00046029:NA:21ur-505, Y105C5B.76:piRNA	21ur-505, Y105C5B.76	2	6	9	1	C1	0	1	Control
Gene:WBGene00046029:NA:21ur-505, Y105C5B.76:piRNA	21ur-505, Y105C5B.76	2	18	1	1	C1	0	1	Control
Gene:WBGene00046032:NA:21ur-4085, Y41E3.37:piRNA	21ur-4085, Y41E3.37	2	2	1	1	C1	0	1	Control
Gene:WBGene00046032:NA:21ur-4085, Y41E3.37:piRNA	21ur-4085, Y41E3.37	2	10	5	1	C1	0	1	Control
Gene:WBGene00046035:NA:21ur-3101, Y44C4A.1:piRNA	21ur-3101, Y44C4A.1	1	20	1	0	C1	1	0	Control
Gene:WBGene00046046:NA:21ur-1920, Y73F8A.82:piRNA	21ur-1920, Y73F8A.82	2	10	1	1	C1	0	1	Control
Gene:WBGene00046053:NA:21ur-3599, C35D6.19:piRNA	21ur-3599, C35D6.19	2	8	1	1	C1	1	0	Control
Gene:WBGene00046053:NA:21ur-3599, C35D6.19:piRNA	21ur-3599, C35D6.19	2	14	1	1	C1	1	0	Control
Gene:WBGene00046055:NA:21ur-1934, Y57G11B.20:piRNA	21ur-1934, Y57G11B.20	2	4	1	1	C1	1	0	Control
Gene:WBGene00046055:NA:21ur-1934, Y57G11B.20:piRNA	21ur-1934, Y57G11B.20	2	16	1	1	C1	1	0	Control
Gene:WBGene00046055:NA:21ur-1934, Y57G11B.20:piRNA	21ur-1934, Y57G11B.20	1	20	1	0	C1	1	0	Control
Gene:WBGene00046058:NA:21ur-1274, ZK616.13:piRNA	21ur-1274, ZK616.13	2	2	1	1	C1	0	1	Control
Gene:WBGene00046058:NA:21ur-1274, ZK616.13:piRNA	21ur-1274, ZK616.13	2	6	7	1	C1	0	1	Control
Gene:WBGene00046058:NA:21ur-1274, ZK616.13:piRNA	21ur-1274, ZK616.13	2	16	1	1	C1	0	1	Control
Gene:WBGene00046062:NA:21ur-3336, M199.14:piRNA	21ur-3336, M199.14	2	16	1	1	C1	1	0	Control
Gene:WBGene00046066:NA:21ur-391, Y64G10A.32:piRNA	21ur-391, Y64G10A.32	2	6	1	1	C1	1	0	Control
Gene:WBGene00046069:NA:21ur-3010, Y73F8A.83:piRNA	21ur-3010, Y73F8A.83	2	8	1	1	C1	0	1	Control
Gene:WBGene00046069:NA:21ur-3010, Y73F8A.83:piRNA	21ur-3010, Y73F8A.83	2	14	1	1	C1	0	1	Control
Gene:WBGene00046072:NA:21ur-727, Y37A1B.36:piRNA	21ur-727, Y37A1B.36	2	16	1	1	C1	0	1	Control
Gene:WBGene00046080:NA:21ur-1426, R05A10.15:piRNA	21ur-1426, R05A10.15	2	2	5	1	C1	1	0	Control
